Mapa,Cve_Ent,Nom_Ent,Cve_Mun,Nom_Mun,Cve_Loc,Nom_Loc,Ambito,Latitud,Longitud,Altitud,Cve_Carta
30080685,3,Baja California Sur,8,Los Cabos,685,El Palo Verde,R,"23°18´28.432N""","109°30´28.757W""",247,F12B35
30080686,3,Baja California Sur,8,Los Cabos,686,Las Parras,R,"23°20´28.199N""","109°53´29.369W""",535,F12B34
30080688,3,Baja California Sur,8,Los Cabos,688,Las Pilas,R,"23°02´53.968N""","109°55´12.097W""",403,F12B44
30080689,3,Baja California Sur,8,Los Cabos,689,Las Anastasias,R,"23°04´40.234N""","109°52´32.103W""",522,F12B44
30080692,3,Baja California Sur,8,Los Cabos,692,Playa Tortuga,R,"23°06´36.279N""","109°32´09.537W""",18,F12B45
30080693,3,Baja California Sur,8,Los Cabos,693,El Progreso,R,"23°10´53.576N""","109°45´36.282W""",125,F12B44
30080695,3,Baja California Sur,8,Los Cabos,695,Punta Arena,R,"23°33´12.741N""","109°28´10.809W""",1,F12B25
30080699,3,Baja California Sur,8,Los Cabos,699,Rancho Escondido,R,"23°19´15.199N""","109°41´22.091W""",146,F12B34
30080700,3,Baja California Sur,8,Los Cabos,700,Rancho Escondido Del Salto,R,"23°17´31.101N""","109°42´07.321W""",129,F12B34
30080704,3,Baja California Sur,8,Los Cabos,704,Rancho Viejo,R,"23°22´02.892N""","109°45´13.386W""",186,F12B34
30080705,3,Baja California Sur,8,Los Cabos,705,Rancho Viejo,R,"23°22´08.667N""","109°44´54.411W""",194,F12B34
30080707,3,Baja California Sur,8,Los Cabos,707,El Refugio,R,"23°33´00.628N""","109°49´02.343W""",341,F12B24
30080708,3,Baja California Sur,8,Los Cabos,708,Migriño [Restaurante],R,"23°00´52.267N""","110°03´55.154W""",78,F12B43
30080709,3,Baja California Sur,8,Los Cabos,709,El Rincon,R,"23°30´43.920N""","109°28´50.635W""",12,F12B25
30080710,3,Baja California Sur,8,Los Cabos,710,Rancho Viejo,R,"22°57´45.468N""","109°51´36.030W""",229,F12B54
30080711,3,Baja California Sur,8,Los Cabos,711,El Saltito,R,"23°01´22.711N""","110°03´05.863W""",123,F12B43
30080712,3,Baja California Sur,8,Los Cabos,712,El Salto Carrizo,R,"23°00´51.368N""","110°02´49.428W""",128,F12B43
30080713,3,Baja California Sur,8,Los Cabos,713,San Antonio,R,"23°30´35.483N""","109°38´57.537W""",75,F12B25
30080714,3,Baja California Sur,8,Los Cabos,714,San Antonio De Las Huertas,R,"23°07´38.500N""","110°02´14.753W""",411,F12B43
30080715,3,Baja California Sur,8,Los Cabos,715,San Cirilo,R,"23°06´17.193N""","109°41´14.804W""",44,F12B44
30080716,3,Baja California Sur,8,Los Cabos,716,San Diego,R,"23°07´41.805N""","110°00´08.450W""",421,F12B43
30080717,3,Baja California Sur,8,Los Cabos,717,San Jose,R,"22°58´14.785N""","109°56´55.066W""",261,F12B54
30080718,3,Baja California Sur,8,Los Cabos,718,San Juan Dos,R,"23°20´37.761N""","109°41´51.356W""",157,F12B34
30080719,3,Baja California Sur,8,Los Cabos,719,San Martin De Los Llanitos,R,"23°20´53.189N""","109°47´00.815W""",236,F12B34
30080721,3,Baja California Sur,8,Los Cabos,721,Santa Cornelia,R,"23°14´45.634N""","109°44´46.256W""",205,F12B44
30080722,3,Baja California Sur,8,Los Cabos,722,Santa Gertrudis,R,"23°05´41.891N""","109°41´26.881W""",29,F12B44
30080723,3,Baja California Sur,8,Los Cabos,723,Santa Monica,R,"23°18´31.453N""","109°26´33.458W""",79,F12B35
30080729,3,Baja California Sur,8,Los Cabos,729,El Tucan,R,"23°04´46.497N""","109°45´01.165W""",215,F12B44
30080735,3,Baja California Sur,8,Los Cabos,735,Las Tachuelas,R,"23°29´03.747N""","109°27´37.427W""",18,F12B35
30080737,3,Baja California Sur,8,Los Cabos,737,La Tuna,R,"23°13´49.275N""","109°51´30.356W""",397,F12B44
30080739,3,Baja California Sur,8,Los Cabos,739,La Malteada,R,"23°15´23.648N""","109°33´38.854W""",396,F12B35
30080741,3,Baja California Sur,8,Los Cabos,741,El Lobo,R,"23°05´58.425N""","109°42´11.899W""",26,F12B44
30080755,3,Baja California Sur,8,Los Cabos,755,El Chicural,R,"23°22´45.104N""","109°46´50.005W""",235,F12B34
30080759,3,Baja California Sur,8,Los Cabos,759,Las Praderas,R,"23°07´24.930N""","109°44´06.293W""",109,F12B44
30080760,3,Baja California Sur,8,Los Cabos,760,La Dorada,R,"23°01´50.951N""","109°57´17.114W""",385,F12B44
30080761,3,Baja California Sur,8,Los Cabos,761,La Angostura,R,"23°31´12.504N""","109°40´59.129W""",99,F12B24
30080764,3,Baja California Sur,8,Los Cabos,764,Buenos Aires,R,"23°04´33.840N""","109°59´11.925W""",352,F12B44
30080765,3,Baja California Sur,8,Los Cabos,765,La Cabaña,R,"23°01´27.281N""","109°59´40.636W""",369,F12B44
30080767,3,Baja California Sur,8,Los Cabos,767,Chametla,R,"23°26´43.474N""","109°46´57.050W""",158,F12B34
30080772,3,Baja California Sur,8,Los Cabos,772,El Cortijo,R,"23°03´54.997N""","109°41´34.973W""",9,F12B44
30080781,3,Baja California Sur,8,Los Cabos,781,La Pimientilla,R,"22°58´13.604N""","109°57´34.082W""",266,F12B54
30080784,3,Baja California Sur,8,Los Cabos,784,San Cirilo,R,"23°29´03.444N""","109°36´58.607W""",120,F12B35
30080785,3,Baja California Sur,8,Los Cabos,785,San Jorge 3,R,"23°27´43.076N""","109°44´37.820W""",134,F12B34
30080788,3,Baja California Sur,8,Los Cabos,788,La Torre,R,"23°28´28.904N""","109°41´38.085W""",201,F12B34
30080790,3,Baja California Sur,8,Los Cabos,790,La Abeja Reyna Del Cabo,R,"23°31´30.740N""","109°40´29.904W""",75,F12B24
30080791,3,Baja California Sur,8,Los Cabos,791,Ninguno [Almacen Comunitario],R,"23°31´33.423N""","109°40´29.232W""",70,F12B24
30080793,3,Baja California Sur,8,Los Cabos,793,Rancho Viejo [Restaurante],R,"23°22´18.025N""","109°45´19.768W""",191,F12B34
30080809,3,Baja California Sur,8,Los Cabos,809,Ninguno [Cabo Gas],R,"22°57´29.754N""","110°00´25.914W""",262,F12B53
30080849,3,Baja California Sur,8,Los Cabos,849,Colonia Valtierra,R,"23°09´22.097N""","109°41´27.174W""",55,F12B44
30080850,3,Baja California Sur,8,Los Cabos,850,La Huerta,R,"23°08´29.237N""","109°41´59.247W""",49,F12B44
30080854,3,Baja California Sur,8,Los Cabos,854,San Luis,R,"23°04´50.194N""","109°44´04.429W""",147,F12B44
30080862,3,Baja California Sur,8,Los Cabos,862,La Acacia,R,"23°33´06.959N""","109°51´03.096W""",437,F12B24
30080864,3,Baja California Sur,8,Los Cabos,864,El Barrito Uno,R,"23°15´23.754N""","109°41´39.343W""",105,F12B34
30080866,3,Baja California Sur,8,Los Cabos,866,Los Cascabeles,R,"23°15´37.941N""","109°46´40.228W""",163,F12B34
30080867,3,Baja California Sur,8,Los Cabos,867,Costa De Oro,R,"23°14´28.265N""","109°26´18.860W""",18,F12B45
30080868,3,Baja California Sur,8,Los Cabos,868,El Delirio,R,"23°28´47.804N""","109°45´54.710W""",155,F12B34
30080869,3,Baja California Sur,8,Los Cabos,869,El Encinal,R,"23°02´50.470N""","109°50´49.760W""",336,F12B44
30080870,3,Baja California Sur,8,Los Cabos,870,Los Gavilanes,R,"23°03´54.814N""","109°53´34.169W""",475,F12B44
30080871,3,Baja California Sur,8,Los Cabos,871,El Guayparin,R,"23°12´58.526N""","109°49´49.577W""",441,F12B44
30080872,3,Baja California Sur,8,Los Cabos,872,Las Huertitas,R,"23°02´55.035N""","110°03´23.131W""",46,F12B43
30080873,3,Baja California Sur,8,Los Cabos,873,El Magueyal,R,"23°11´01.881N""","109°43´05.374W""",67,F12B44
30080874,3,Baja California Sur,8,Los Cabos,874,Pindoco,R,"23°16´18.031N""","109°26´24.255W""",19,F12B35
30080875,3,Baja California Sur,8,Los Cabos,875,El Ranchito,R,"23°02´35.439N""","110°03´16.406W""",48,F12B43
30080880,3,Baja California Sur,8,Los Cabos,880,El Paso,R,"23°33´05.951N""","109°50´55.494W""",428,F12B24
30080882,3,Baja California Sur,8,Los Cabos,882,Punta Paredones,R,"23°11´01.698N""","109°28´21.826W""",10,F12B45
30080884,3,Baja California Sur,8,Los Cabos,884,Ninguno,R,"23°02´39.987N""","109°54´09.322W""",480,F12B44
30080886,3,Baja California Sur,8,Los Cabos,886,Ninguno,R,"23°04´14.444N""","109°58´49.824W""",394,F12B44
30080887,3,Baja California Sur,8,Los Cabos,887,La Verdad,R,"23°02´15.950N""","109°50´10.621W""",346,F12B44
30080888,3,Baja California Sur,8,Los Cabos,888,El Vinoramal,R,"23°02´49.200N""","109°54´30.723W""",417,F12B44
30080895,3,Baja California Sur,8,Los Cabos,895,La Huerta,R,"23°08´22.121N""","109°41´52.790W""",44,F12B44
30080897,3,Baja California Sur,8,Los Cabos,897,El Pozo De Aramburo,R,"23°04´01.769N""","109°41´51.511W""",13,F12B44
30080898,3,Baja California Sur,8,Los Cabos,898,Las Palmas,R,"23°08´30.601N""","109°42´04.116W""",53,F12B44
30080905,3,Baja California Sur,8,Los Cabos,905,Las Guacamayas,R,"22°59´23.905N""","110°02´25.437W""",195,F12B53
30080906,3,Baja California Sur,8,Los Cabos,906,El Güerivo,R,"23°13´04.431N""","109°55´26.704W""",824,F12B44
30080907,3,Baja California Sur,8,Los Cabos,907,El Güerivo,R,"23°04´29.089N""","109°45´07.061W""",218,F12B44
30080910,3,Baja California Sur,8,Los Cabos,910,Las Lagunillas,R,"22°58´48.633N""","109°57´02.130W""",264,F12B54
30080911,3,Baja California Sur,8,Los Cabos,911,San Bernardo Seis Hermanos,R,"23°13´18.117N""","109°28´59.670W""",104,F12B45
30080912,3,Baja California Sur,8,Los Cabos,912,Las Piedras,R,"23°01´10.517N""","109°55´50.614W""",331,F12B44
30080920,3,Baja California Sur,8,Los Cabos,920,El Tio Juan,R,"23°11´18.505N""","109°42´56.541W""",121,F12B44
30080921,3,Baja California Sur,8,Los Cabos,921,Los Vergelitos,R,"23°30´08.684N""","109°49´33.485W""",481,F12B24
30080924,3,Baja California Sur,8,Los Cabos,924,El Guaje,R,"23°08´04.017N""","109°51´49.295W""",416,F12B44
30080925,3,Baja California Sur,8,Los Cabos,925,Ninguno,R,"23°06´54.876N""","109°42´26.521W""",38,F12B44
30080934,3,Baja California Sur,8,Los Cabos,934,El Bacote,R,"23°22´17.098N""","109°45´32.222W""",198,F12B34
30080937,3,Baja California Sur,8,Los Cabos,937,El Castillo De Arena,R,"23°18´17.990N""","109°25´56.553W""",53,F12B35
30080940,3,Baja California Sur,8,Los Cabos,940,Cuadra San Francisco,R,"22°58´45.558N""","109°46´42.216W""",35,F12B54
30080945,3,Baja California Sur,8,Los Cabos,945,Santa Martha [Granja],R,"23°04´31.098N""","109°45´14.990W""",232,F12B44
30080947,3,Baja California Sur,8,Los Cabos,947,El Gran Chaparral,R,"23°04´43.428N""","109°44´04.059W""",158,F12B44
30080948,3,Baja California Sur,8,Los Cabos,948,Camino A San Felipe,R,"23°04´36.351N""","109°44´57.947W""",221,F12B44
30080950,3,Baja California Sur,8,Los Cabos,950,Ninguno,R,"23°17´52.514N""","109°26´07.109W""",42,F12B35
30080954,3,Baja California Sur,8,Los Cabos,954,Rosarito,R,"23°04´16.396N""","109°43´52.408W""",160,F12B44
30080956,3,Baja California Sur,8,Los Cabos,956,San Bernabe,R,"23°08´10.163N""","109°42´07.875W""",55,F12B44
30080957,3,Baja California Sur,8,Los Cabos,957,San Nicolas,R,"23°04´56.097N""","109°43´53.298W""",132,F12B44
30080960,3,Baja California Sur,8,Los Cabos,960,Villa Las Dunas,R,"23°17´55.405N""","109°25´45.468W""",14,F12B35
30080962,3,Baja California Sur,8,Los Cabos,962,Tropical [Vivero],R,"23°04´46.607N""","109°42´01.866W""",22,F12B44
30080971,3,Baja California Sur,8,Los Cabos,971,La Viga,R,"23°05´15.545N""","109°44´57.330W""",190,F12B44
30080973,3,Baja California Sur,8,Los Cabos,973,Cactus [Vivero],R,"23°04´32.873N""","109°42´03.597W""",19,F12B44
30080975,3,Baja California Sur,8,Los Cabos,975,El Norber,R,"22°59´41.531N""","109°56´02.834W""",292,F12B54
30080977,3,Baja California Sur,8,Los Cabos,977,La Lagunilla,R,"22°59´09.991N""","109°53´17.217W""",241,F12B54
30080978,3,Baja California Sur,8,Los Cabos,978,Agüita Escondida,R,"22°58´26.766N""","109°51´49.296W""",222,F12B54
30080980,3,Baja California Sur,8,Los Cabos,980,La Esperanza,R,"22°57´35.387N""","109°52´50.150W""",329,F12B54
30080981,3,Baja California Sur,8,Los Cabos,981,Barrio Boca De La Cañada,R,"23°28´42.340N""","109°42´27.766W""",111,F12B34
30080982,3,Baja California Sur,8,Los Cabos,982,El Tropico De Cancer,R,"23°26´51.212N""","109°42´12.959W""",187,F12B34
30080984,3,Baja California Sur,8,Los Cabos,984,La Machaca,R,"23°28´23.209N""","109°27´08.119W""",0,F12B35
30080985,3,Baja California Sur,8,Los Cabos,985,Ligth House Point States,R,"23°33´45.772N""","109°30´08.032W""",14,F12B25
30080986,3,Baja California Sur,8,Los Cabos,986,La Almeja,R,"23°24´44.018N""","109°37´58.464W""",239,F12B35
30080988,3,Baja California Sur,8,Los Cabos,988,El Guamuchil,R,"23°06´55.119N""","109°59´47.142W""",310,F12B44
30080989,3,Baja California Sur,8,Los Cabos,989,La Sabanilla,R,"23°04´16.680N""","109°59´50.432W""",329,F12B44
30080990,3,Baja California Sur,8,Los Cabos,990,La Soledad,R,"23°34´38.212N""","109°36´54.975W""",41,F12B25
30080991,3,Baja California Sur,8,Los Cabos,991,San Nicolas,R,"23°34´43.709N""","109°36´58.837W""",32,F12B25
30080992,3,Baja California Sur,8,Los Cabos,992,El Cantilito,R,"23°28´50.844N""","109°43´51.885W""",178,F12B34
30080993,3,Baja California Sur,8,Los Cabos,993,El Capricho,R,"23°28´03.882N""","109°40´51.971W""",160,F12B34
30080994,3,Baja California Sur,8,Los Cabos,994,Kilometro 88,R,"23°30´15.012N""","109°41´35.660W""",144,F12B24
30080996,3,Baja California Sur,8,Los Cabos,996,La Limonada,R,"23°18´49.977N""","109°27´29.469W""",160,F12B35
30080997,3,Baja California Sur,8,Los Cabos,997,San Juan De Los Lagos,R,"23°14´15.297N""","109°55´14.856W""",621,F12B44
30080999,3,Baja California Sur,8,Los Cabos,999,El Agua De Roque,R,"23°13´10.936N""","109°28´04.965W""",61,F12B45
30081000,3,Baja California Sur,8,Los Cabos,1000,Los Arbolitos,R,"23°06´02.162N""","109°51´31.153W""",434,F12B44
30081001,3,Baja California Sur,8,Los Cabos,1001,El Barrilito,R,"23°06´36.781N""","109°50´55.121W""",376,F12B44
30081004,3,Baja California Sur,8,Los Cabos,1004,Ninguno,R,"23°09´12.741N""","109°44´31.032W""",149,F12B44
30081007,3,Baja California Sur,8,Los Cabos,1007,Las Tejas,R,"23°05´56.552N""","109°51´29.615W""",447,F12B44
30081008,3,Baja California Sur,8,Los Cabos,1008,Los Marios,R,"22°57´57.887N""","109°52´50.922W""",300,F12B54
30081015,3,Baja California Sur,8,Los Cabos,1015,Macapul,R,"22°58´10.841N""","109°54´23.409W""",206,F12B54
30081017,3,Baja California Sur,8,Los Cabos,1017,El Proposito,R,"22°58´32.720N""","109°56´44.628W""",265,F12B54
30081020,3,Baja California Sur,8,Los Cabos,1020,El Toruno,R,"23°15´55.037N""","109°53´36.207W""",708,F12B34
30081022,3,Baja California Sur,8,Los Cabos,1022,La Victoria,R,"23°29´47.683N""","109°55´02.003W""",1786,F12B34
30081023,3,Baja California Sur,8,Los Cabos,1023,Las Casitas De Arriba,R,"23°19´16.057N""","109°43´29.551W""",161,F12B34
30081027,3,Baja California Sur,8,Los Cabos,1027,San Bernardo,R,"23°24´14.966N""","109°55´37.049W""",708,F12B34
30081028,3,Baja California Sur,8,Los Cabos,1028,Santo Domingo,R,"23°14´03.890N""","109°35´11.770W""",320,F12B45
30081032,3,Baja California Sur,8,Los Cabos,1032,San Valentin,R,"23°08´56.993N""","109°42´00.381W""",50,F12B44
30081033,3,Baja California Sur,8,Los Cabos,1033,Cerro De Los Chivos,R,"23°03´25.667N""","109°43´16.357W""",139,F12B44
30081034,3,Baja California Sur,8,Los Cabos,1034,Huerta La Noria,R,"23°08´51.764N""","109°41´59.589W""",49,F12B44
30081036,3,Baja California Sur,8,Los Cabos,1036,El Encanto,R,"23°03´53.355N""","109°43´01.039W""",85,F12B44
30081037,3,Baja California Sur,8,Los Cabos,1037,El Aguajito,R,"23°03´55.804N""","109°43´07.346W""",85,F12B44
30081038,3,Baja California Sur,8,Los Cabos,1038,Tierrita Blanca,R,"23°04´52.813N""","109°45´03.735W""",215,F12B44
30081040,3,Baja California Sur,8,Los Cabos,1040,San Pedro,R,"23°05´33.221N""","109°41´25.028W""",30,F12B44
30081042,3,Baja California Sur,8,Los Cabos,1042,El Centauro [Granja],R,"23°04´33.881N""","109°45´01.737W""",215,F12B44
30081046,3,Baja California Sur,8,Los Cabos,1046,El Chinal Viejo,R,"23°32´59.858N""","109°49´12.804W""",358,F12B24
30081048,3,Baja California Sur,8,Los Cabos,1048,La Escondida,R,"23°34´41.660N""","109°36´43.710W""",33,F12B25
30081051,3,Baja California Sur,8,Los Cabos,1051,La Fortuna,R,"23°34´52.729N""","109°35´51.857W""",25,F12B25
30081053,3,Baja California Sur,8,Los Cabos,1053,Vianey [Restaurante],R,"23°35´16.972N""","109°35´47.124W""",16,F12B25
30081055,3,Baja California Sur,8,Los Cabos,1055,Plata Perdida,R,"23°05´57.343N""","109°55´33.226W""",621,F12B44
30081068,3,Baja California Sur,8,Los Cabos,1068,El Agua Del Coyote,R,"22°59´07.430N""","109°57´24.889W""",275,F12B54
30081070,3,Baja California Sur,8,Los Cabos,1070,Lo Quemado,R,"23°03´34.837N""","110°03´06.726W""",57,F12B43
30081071,3,Baja California Sur,8,Los Cabos,1071,Bahia Terranova,R,"23°09´21.216N""","109°29´39.766W""",16,F12B45
30081075,3,Baja California Sur,8,Los Cabos,1075,Vinoramas Diamante,R,"23°12´52.083N""","109°27´15.791W""",19,F12B45
30081076,3,Baja California Sur,8,Los Cabos,1076,Cactus ATV,R,"23°04´22.714N""","109°45´20.334W""",232,F12B44
30081081,3,Baja California Sur,8,Los Cabos,1081,El Cascabel,R,"23°05´08.934N""","109°59´15.220W""",320,F12B44
30081082,3,Baja California Sur,8,Los Cabos,1082,Castillo San Simon,R,"23°05´21.720N""","109°47´40.809W""",378,F12B44
30081084,3,Baja California Sur,8,Los Cabos,1084,Ninguno [Cementos Gusa],R,"23°13´21.670N""","109°43´57.429W""",168,F12B44
30081085,3,Baja California Sur,8,Los Cabos,1085,Ninguno [Cementos PMC],R,"23°13´25.633N""","109°44´13.222W""",175,F12B44
30081086,3,Baja California Sur,8,Los Cabos,1086,Ninguno [CERESO],R,"23°13´46.365N""","109°44´45.028W""",194,F12B44
30081091,3,Baja California Sur,8,Los Cabos,1091,Las Abejas,R,"23°01´28.137N""","110°04´18.272W""",39,F12B43
30081092,3,Baja California Sur,8,Los Cabos,1092,Mi Princesa,R,"23°03´05.279N""","110°00´56.589W""",225,F12B43
30081093,3,Baja California Sur,8,Los Cabos,1093,Colonia Las Tres Palmas,R,"22°59´38.395N""","109°57´02.242W""",287,F12B54
30081094,3,Baja California Sur,8,Los Cabos,1094,Corrales De Rosendo,R,"23°04´44.020N""","109°44´00.864W""",151,F12B44
30081095,3,Baja California Sur,8,Los Cabos,1095,Ninguno [Corralon Vehicular Ayuntamiento],R,"23°11´53.320N""","109°42´48.028W""",122,F12B44
30081098,3,Baja California Sur,8,Los Cabos,1098,El Aguajito,R,"23°21´54.890N""","109°45´15.450W""",191,F12B34
30081099,3,Baja California Sur,8,Los Cabos,1099,El Brasil,R,"23°14´14.094N""","109°54´45.451W""",596,F12B44
30081102,3,Baja California Sur,8,Los Cabos,1102,El Coyote,R,"23°11´56.114N""","109°55´08.703W""",770,F12B44
30081105,3,Baja California Sur,8,Los Cabos,1105,El Guayparin,R,"23°28´20.988N""","109°41´16.702W""",185,F12B34
30081106,3,Baja California Sur,8,Los Cabos,1106,Espiritu Santo,R,"23°08´54.445N""","110°01´07.734W""",538,F12B43
30081108,3,Baja California Sur,8,Los Cabos,1108,El Lachon,R,"23°14´37.558N""","109°56´38.402W""",736,F12B44
30081109,3,Baja California Sur,8,Los Cabos,1109,El Mezcal,R,"23°14´13.449N""","109°55´21.041W""",634,F12B44
30081111,3,Baja California Sur,8,Los Cabos,1111,El Paraiso,R,"23°26´54.051N""","109°45´15.097W""",142,F12B34
30081114,3,Baja California Sur,8,Los Cabos,1114,El Pilar Dos,R,"23°16´49.607N""","109°41´47.095W""",118,F12B34
30081116,3,Baja California Sur,8,Los Cabos,1116,El Refugio De Las Aguilas,R,"23°03´49.528N""","109°53´34.967W""",481,F12B44
30081117,3,Baja California Sur,8,Los Cabos,1117,El Rinconcito,R,"23°11´12.167N""","109°42´45.366W""",80,F12B44
30081119,3,Baja California Sur,8,Los Cabos,1119,El Salto De Arriba,R,"23°01´56.014N""","109°55´53.826W""",360,F12B44
30081120,3,Baja California Sur,8,Los Cabos,1120,El Salto De Arriba,R,"22°58´12.707N""","109°57´10.051W""",247,F12B54
30081122,3,Baja California Sur,8,Los Cabos,1122,Rancho Nuevo,R,"23°01´15.628N""","110°03´56.800W""",80,F12B43
30081132,3,Baja California Sur,8,Los Cabos,1132,La Herradura,R,"23°05´36.941N""","109°58´01.596W""",496,F12B44
30081135,3,Baja California Sur,8,Los Cabos,1135,La Escondida,R,"23°20´16.449N""","109°43´02.380W""",148,F12B34
30081136,3,Baja California Sur,8,Los Cabos,1136,Loma Linda,R,"23°04´56.550N""","110°04´47.293W""",195,F12B43
30081137,3,Baja California Sur,8,Los Cabos,1137,La Ilusion,R,"23°02´49.687N""","109°59´39.638W""",353,F12B44
30081138,3,Baja California Sur,8,Los Cabos,1138,La Ilusion,R,"23°16´59.717N""","109°41´53.614W""",124,F12B34
30081139,3,Baja California Sur,8,Los Cabos,1139,La Mina,R,"23°14´07.633N""","109°54´17.118W""",512,F12B44
30081140,3,Baja California Sur,8,Los Cabos,1140,La Otra Loma,R,"23°08´19.113N""","109°51´53.753W""",431,F12B44
30081141,3,Baja California Sur,8,Los Cabos,1141,La Palmilla,R,"23°05´21.451N""","110°05´23.213W""",121,F12B43
30081142,3,Baja California Sur,8,Los Cabos,1142,La Pradera,R,"23°28´51.703N""","109°46´06.115W""",160,F12B34
30081144,3,Baja California Sur,8,Los Cabos,1144,La Sabania Uno,R,"23°11´47.825N""","109°46´51.335W""",157,F12B44
30081145,3,Baja California Sur,8,Los Cabos,1145,La Sabania Dos,R,"23°10´18.121N""","109°45´41.340W""",124,F12B44
30081148,3,Baja California Sur,8,Los Cabos,1148,Las Abejas,R,"23°10´54.808N""","109°44´13.355W""",103,F12B44
30081150,3,Baja California Sur,8,Los Cabos,1150,Las Flores,R,"23°26´46.601N""","109°45´51.769W""",144,F12B34
30081151,3,Baja California Sur,8,Los Cabos,1151,Las Norias,R,"23°00´47.547N""","109°57´19.325W""",352,F12B44
30081154,3,Baja California Sur,8,Los Cabos,1154,El Agua De Paloma,R,"23°01´08.010N""","110°02´30.213W""",158,F12B43
30081156,3,Baja California Sur,8,Los Cabos,1156,Ninguno,R,"23°02´23.070N""","109°57´17.681W""",441,F12B44
30081157,3,Baja California Sur,8,Los Cabos,1157,Ninguno,R,"23°10´52.578N""","109°46´30.636W""",213,F12B44
30081158,3,Baja California Sur,8,Los Cabos,1158,Ninguno,R,"23°13´07.575N""","109°50´49.794W""",597,F12B44
30081159,3,Baja California Sur,8,Los Cabos,1159,Ninguno,R,"23°13´07.256N""","109°51´14.190W""",539,F12B44
30081160,3,Baja California Sur,8,Los Cabos,1160,Ninguno,R,"23°13´41.189N""","109°52´37.540W""",445,F12B44
30081161,3,Baja California Sur,8,Los Cabos,1161,Ninguno,R,"23°10´53.915N""","109°43´59.948W""",91,F12B44
30081165,3,Baja California Sur,8,Los Cabos,1165,Ninguno,R,"23°13´08.753N""","109°43´30.415W""",155,F12B44
30081173,3,Baja California Sur,8,Los Cabos,1173,Ninguno,R,"23°14´22.357N""","109°54´43.470W""",618,F12B44
30081176,3,Baja California Sur,8,Los Cabos,1176,San Roque,R,"23°13´12.511N""","109°27´52.227W""",53,F12B45
30081183,3,Baja California Sur,8,Los Cabos,1183,Ninguno,R,"23°04´38.759N""","109°45´23.883W""",239,F12B44
30081185,3,Baja California Sur,8,Los Cabos,1185,Ninguno,R,"23°02´51.649N""","109°44´11.517W""",143,F12B44
30081206,3,Baja California Sur,8,Los Cabos,1206,Rancho Doña Martha,R,"23°04´08.689N""","109°43´25.796W""",106,F12B44
30081208,3,Baja California Sur,8,Los Cabos,1208,Ninguno,R,"23°08´18.025N""","109°42´00.568W""",49,F12B44
30081210,3,Baja California Sur,8,Los Cabos,1210,Ninguno,R,"23°08´49.228N""","109°42´00.227W""",48,F12B44
30081219,3,Baja California Sur,8,Los Cabos,1219,La Huertita,R,"23°04´06.791N""","110°05´42.617W""",53,F12B43
30081221,3,Baja California Sur,8,Los Cabos,1221,Los Tres Hermanos,R,"23°08´25.889N""","109°52´34.843W""",440,F12B44
30081222,3,Baja California Sur,8,Los Cabos,1222,Los Ciruelos,R,"22°58´25.798N""","109°57´01.695W""",264,F12B54
30081223,3,Baja California Sur,8,Los Cabos,1223,Los Compadres,R,"23°20´46.247N""","109°42´03.283W""",161,F12B34
30081224,3,Baja California Sur,8,Los Cabos,1224,Los Delfines,R,"23°14´11.109N""","109°55´01.801W""",599,F12B44
30081225,3,Baja California Sur,8,Los Cabos,1225,Los Laureles,R,"22°58´59.235N""","109°57´30.736W""",267,F12B54
30081226,3,Baja California Sur,8,Los Cabos,1226,Los Morritos,R,"23°02´14.364N""","109°56´55.241W""",410,F12B44
30081229,3,Baja California Sur,8,Los Cabos,1229,Maracano,R,"22°59´17.768N""","109°57´05.495W""",279,F12B54
30081230,3,Baja California Sur,8,Los Cabos,1230,Matancitas,R,"22°59´04.091N""","109°51´04.790W""",138,F12B54
30081231,3,Baja California Sur,8,Los Cabos,1231,La Mesa Blanca,R,"23°14´21.306N""","109°55´51.089W""",680,F12B44
30081232,3,Baja California Sur,8,Los Cabos,1232,Mi Viejo San Juan,R,"23°25´29.738N""","109°27´14.904W""",77,F12B35
30081233,3,Baja California Sur,8,Los Cabos,1233,Migriño Hacienda,R,"23°00´49.336N""","110°04´05.883W""",66,F12B43
30081236,3,Baja California Sur,8,Los Cabos,1236,Palmilla,R,"23°07´28.308N""","109°59´28.111W""",364,F12B44
30081242,3,Baja California Sur,8,Los Cabos,1242,El Parralito,R,"23°08´07.043N""","109°59´06.873W""",437,F12B44
30081244,3,Baja California Sur,8,Los Cabos,1244,El Potrerito,R,"23°08´38.641N""","109°59´53.509W""",420,F12B44
30081250,3,Baja California Sur,8,Los Cabos,1250,Los Tres Hermanos,R,"22°55´58.125N""","109°54´17.572W""",138,F12B54
30081252,3,Baja California Sur,8,Los Cabos,1252,Ninguno [CERESO],R,"23°13´54.471N""","109°44´33.176W""",189,F12B44
30081253,3,Baja California Sur,8,Los Cabos,1253,El Arroyo Seco,R,"23°11´23.410N""","109°36´01.410W""",222,F12B45
30081254,3,Baja California Sur,8,Los Cabos,1254,Buenos Aires,R,"22°56´32.563N""","109°53´08.442W""",252,F12B54
30081257,3,Baja California Sur,8,Los Cabos,1257,Los Cuatro Hermanos,R,"22°58´17.430N""","109°56´43.214W""",266,F12B54
